Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
32.7643285,35.0164644,483.09,-0.06275,0.02675,0.99025,-0.02,0.28,0.0,29450.0,-3410.0,-33350.0
32.7643285,35.0164644,483.09,-0.05775,-0.00425,1.0005,-0.5,-0.16,-0.04,29480.0,-3440.0,-33350.0
32.7643285,35.0164644,483.09,-0.053,-0.00575,1.00225,0.0,-0.1,0.0,29470.0,-3460.0,-33350.0
32.7643285,35.0164644,483.09,-0.05525,0.01925,0.98675,0.22,0.3,0.02,29470.0,-3400.0,-33350.0
32.7643285,35.0164644,483.09,-0.04675,0.01275,0.9895,-0.26,-0.1,-0.04,29450.0,-3390.0,-33350.0
32.7643285,35.0164644,483.09,-0.0415,-0.00925,1.00375,-0.3,-0.36,0.06,29460.0,-3400.0,-33350.0
32.7643285,35.0164644,483.09,-0.05175,0.01225,0.99725,0.22,0.22,0.04,29440.0,-3380.0,-33350.0
32.7643285,35.0164644,483.09,-0.06225,0.02075,0.98425,0.06,0.5,-0.06,29450.0,-3380.0,-33350.0
32.7643285,35.0164644,483.09,-0.05625,-0.007,0.996,-0.46,-0.14,-0.04,29450.0,-3360.0,-33350.0
32.7643285,35.0164644,483.08,-0.04725,-0.01025,1.00975,0.02,-0.2,0.04,29420.0,-3310.0,-33350.0
32.7643285,35.0164644,483.08,-0.047,0.02825,0.998,0.52,0.22,-0.02,29390.0,-3260.0,-33360.0
32.7643285,35.0164644,483.08,-0.0455,0.02425,0.983,-0.14,0.24,-0.06,29420.0,-3350.0,-33350.0
32.7643285,35.0164644,483.08,-0.0415,-0.014,0.9955,-0.56,-0.18,0.08,29450.0,-3370.0,-33350.0
32.7643285,35.0164644,483.08,-0.0465,-0.0005,1.0075,0.26,0.24,0.04,29430.0,-3340.0,-33350.0
32.7643285,35.0164644,483.08,-0.05775,0.03175,0.99675,0.34,0.6,0.1,29420.0,-3320.0,-33350.0
32.7643285,35.0164644,483.08,-0.0585,0.0165,0.99425,-0.4,0.14,-0.02,29460.0,-3380.0,-33350.0
32.7643285,35.0164644,483.08,-0.0535,-0.01025,1.006,-0.4,-0.24,0.06,29450.0,-3370.0,-33350.0
32.7643285,35.0164644,483.08,-0.05425,0.0105,1.00125,0.3,0.22,0.08,29440.0,-3380.0,-33350.0
32.7643285,35.0164644,483.08,-0.05375,0.02575,0.98925,0.14,0.2,-0.02,29450.0,-3330.0,-33350.0
32.7643285,35.0164644,483.08,-0.04375,0.00375,0.99775,-0.36,-0.3,0.04,29410.0,-3300.0,-33350.0
